GEOID,NAME,UATYPE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                      
00037,"Abbeville, LA Urban Cluster",C,29222877,300497,11.283,0.116,29.967602,-92.098219                                                                                                    
00064,"Abbeville, SC Urban Cluster",C,11279135,19786,4.355,0.008,34.179237,-82.379726                                                                                                     
00091,"Abbotsford, WI Urban Cluster",C,5363428,13221,2.071,0.005,44.948612,-90.315875                                                                                                     
00118,"Aberdeen, MS Urban Cluster",C,7416537,52820,2.864,0.020,33.824742,-88.554591                                                                                                       
00145,"Aberdeen, SD Urban Cluster",C,33124154,120864,12.789,0.047,45.463186,-98.471033                                                                                                     
00172,"Aberdeen, WA Urban Cluster",C,39997945,1929686,15.443,0.745,46.976365,-123.796056                                                                                                    
00199,"Aberdeen--Bel Air South--Bel Air North, MD Urbanized Area",U,339644490,9820040,131.137,3.792,39.508976,-76.303431                                                                    
00226,"Abernathy, TX Urban Cluster",C,3051109,12572,1.178,0.005,33.830523,-101.846278                                                                                                      
00253,"Abilene, KS Urban Cluster",C,8773263,1877,3.387,0.001,38.921060,-97.220754                                                                                                         
00280,"Abilene, TX Urbanized Area",U,141756046,988193,54.732,0.382,32.428784,-99.747194                                                                                                    
00334,"Abingdon, IL Urban Cluster",C,3739681,0,1.444,0.000,40.804175,-90.401522                                                                                                           
00388,"Ada, OH Urban Cluster",C,4769036,0,1.841,0.000,40.767274,-83.824641                                                                                                                
00415,"Ada, OK Urban Cluster",C,30913550,89141,11.936,0.034,34.774803,-96.669103                                                                                                           
00450,"Adams, NY Urban Cluster",C,5106272,13914,1.972,0.005,43.808664,-76.021178                                                                                                          
00469,"Adel, GA Urban Cluster",C,15635039,203872,6.037,0.079,31.145731,-83.429099                                                                                                         
00496,"Adel, IA Urban Cluster",C,4603619,0,1.777,0.000,41.612208,-94.021014                                                                                                               
00550,"Adjuntas, PR Urban Cluster",C,20440942,156185,7.892,0.060,18.166604,-66.729934                                                                                                     
00577,"Adrian, MI Urban Cluster",C,62207991,614837,24.019,0.237,41.914086,-84.049778                                                                                                       
00604,"Agat, GU Urban Cluster",C,12594770,2939,4.863,0.001,13.391079,+144.669530                                                                                                           
00631,"Aguadilla--Isabela--San Sebastián, PR Urbanized Area",U,619708739,900685,239.271,0.348,18.369286,-67.040259                                                                          
00658,"Ahoskie, NC Urban Cluster",C,7548521,0,2.915,0.000,36.287867,-76.983286                                                                                                            
00676,"Air Force Academy, CO Urban Cluster",C,6458441,0,2.494,0.000,38.985935,-104.858324                                                                                                  
00712,"Ajo, AZ Urban Cluster",C,6906092,0,2.666,0.000,32.388730,-112.868913                                                                                                                
00739,"Akron, NY Urban Cluster",C,6779977,0,2.618,0.000,43.020471,-78.493346                                                                                                              
00766,"Akron, OH Urbanized Area",U,842772202,17392050,325.396,6.715,41.066225,-81.491897                                                                                                    
00793,"Alachua, FL Urban Cluster",C,9784567,31222,3.778,0.012,29.791333,-82.507859                                                                                                        
00820,"Alamogordo, NM Urban Cluster",C,42853752,54188,16.546,0.021,32.902756,-105.949613                                                                                                    
00847,"Alamosa, CO Urban Cluster",C,18868506,39885,7.285,0.015,37.459931,-105.872135                                                                                                       
00901,"Albany, GA Urbanized Area",U,183487055,2790569,70.845,1.077,31.591097,-84.168827                                                                                                    
00921,"Albany, MN Urban Cluster",C,4337324,285660,1.675,0.110,45.630888,-94.569355                                                                                                        
00955,"Albany, OR Urbanized Area",U,61926121,299239,23.910,0.116,44.630090,-123.090051                                                                                                      
00970,"Albany--Schenectady, NY Urbanized Area",U,765959591,16263450,295.739,6.279,42.746355,-73.800509                                                                                      
00982,"Albemarle, NC Urban Cluster",C,44444668,63396,17.160,0.024,35.375322,-80.189318                                                                                                     
01009,"Albert Lea, MN Urban Cluster",C,25515202,1396609,9.851,0.539,43.656119,-93.379007                                                                                                  
01036,"Albertville, AL Urban Cluster",C,92829225,5174684,35.842,1.998,34.268074,-86.223507                                                                                                 
01063,"Albia, IA Urban Cluster",C,5597702,0,2.161,0.000,41.027003,-92.805176                                                                                                              
01090,"Albion, MI Urban Cluster",C,17102252,135557,6.603,0.052,42.252722,-84.755330                                                                                                       
01117,"Albion, NY Urban Cluster",C,7638278,0,2.949,0.000,43.245788,-78.193603                                                                                                             
01144,"Albion, PA Urban Cluster",C,7434014,56074,2.870,0.022,41.890344,-80.355166                                                                                                         
01171,"Albuquerque, NM Urbanized Area",U,648932830,8958562,250.554,3.459,35.141344,-106.628890                                                                                               
01198,"Alderson, WV Urban Cluster",C,3439375,92304,1.328,0.036,37.727925,-80.649268                                                                                                       
01225,"Aledo, IL Urban Cluster",C,5741926,30085,2.217,0.012,41.198542,-90.745194                                                                                                          
01232,"Aledo, TX Urban Cluster",C,12132665,173952,4.684,0.067,32.680947,-97.647372                                                                                                        
01252,"Alexander City, AL Urban Cluster",C,25158651,65442,9.714,0.025,32.939745,-85.957946                                                                                                
01279,"Alexandria, LA Urbanized Area",U,169781515,902317,65.553,0.348,31.260637,-92.506129                                                                                                 
01306,"Alexandria, MN Urban Cluster",C,38477602,7450124,14.856,2.877,45.900999,-95.368300                                                                                                  
01333,"Alfred, NY Urban Cluster",C,3117021,0,1.203,0.000,42.256634,-77.784266                                                                                                             
01360,"Algoma, WI Urban Cluster",C,4785868,105293,1.848,0.041,44.607208,-87.444363                                                                                                        
01387,"Algona, IA Urban Cluster",C,6862993,45217,2.650,0.017,43.072716,-94.228677                                                                                                         
01414,"Alice, TX Urban Cluster",C,28150485,0,10.869,0.000,27.752405,-98.075029                                                                                                             
01441,"Allegan, MI Urban Cluster",C,12221346,147540,4.719,0.057,42.530023,-85.849978                                                                                                      
01468,"Allendale, SC Urban Cluster",C,5948738,0,2.297,0.000,33.008841,-81.311258                                                                                                          
01495,"Allentown, PA--NJ Urbanized Area",U,896816633,10512478,346.263,4.059,40.651118,-75.442163                                                                                            
01522,"Alliance, NE Urban Cluster",C,12053039,31691,4.654,0.012,42.100596,-102.874020                                                                                                      
01549,"Alliance, OH Urban Cluster",C,45856808,276797,17.705,0.107,40.914526,-81.096740                                                                                                     
01603,"Alma, GA Urban Cluster",C,7359786,312993,2.842,0.121,31.541885,-82.469694                                                                                                          
01630,"Alma--St. Louis, MI Urban Cluster",C,19249734,406940,7.432,0.157,43.390662,-84.641513                                                                                              
01657,"Almont, MI Urban Cluster",C,3793261,1570,1.465,0.001,42.921599,-83.039777                                                                                                          
01684,"Alpena, MI Urban Cluster",C,24506341,1830291,9.462,0.707,45.063072,-83.453033                                                                                                      
01711,"Alpine, TX Urban Cluster",C,10819617,335,4.177,0.000,30.358305,-103.664632                                                                                                          
01738,"Altavista, VA Urban Cluster",C,14411328,124082,5.564,0.048,37.113627,-79.294132                                                                                                    
01765,"Alton, IL--MO Urbanized Area",U,141950643,2023181,54.807,0.781,38.897532,-90.127855                                                                                                 
01792,"Altoona, PA Urbanized Area",U,96848798,168679,37.394,0.065,40.485263,-78.393865                                                                                                     
01819,"Alturas, CA Urban Cluster",C,4934768,16517,1.905,0.006,41.489183,-120.546287                                                                                                        
01846,"Altus, OK Urban Cluster",C,31472092,521227,12.151,0.201,34.652723,-99.310867                                                                                                        
01873,"Alva, OK Urban Cluster",C,6804481,0,2.627,0.000,36.801099,-98.664668                                                                                                               
01900,"Alvarado, TX Urban Cluster",C,7341756,19935,2.835,0.008,32.412303,-97.216677                                                                                                       
01927,"Amarillo, TX Urbanized Area",U,210335182,1570177,81.211,0.606,35.197528,-101.849137                                                                                                  
01981,"American Falls, ID Urban Cluster",C,3737204,0,1.443,0.000,42.782316,-112.853104                                                                                                     
02008,"Americus, GA Urban Cluster",C,31432853,138707,12.136,0.054,32.072568,-84.229191                                                                                                     
02035,"Amery, WI Urban Cluster",C,5343694,1111064,2.063,0.429,45.306434,-92.364101                                                                                                        
02062,"Ames, IA Urbanized Area",U,59823112,506406,23.098,0.196,42.031532,-93.633771                                                                                                        
02116,"Amite City, LA Urban Cluster",C,18158237,40581,7.011,0.016,30.733657,-90.521105                                                                                                    
02143,"Amory, MS Urban Cluster",C,14384773,27224,5.554,0.011,33.984789,-88.480010                                                                                                         
02153,"Amouli, AS Urban Cluster",C,12144004,0,4.689,0.000,-14.265534,-170.589705                                                                                                            
02170,"Amsterdam, NY Urban Cluster",C,26863647,775516,10.372,0.299,42.953164,-74.195042                                                                                                    
02197,"Anaconda-Deer Lodge County, MT Urban Cluster",C,6225272,0,2.404,0.000,46.131046,-112.957216                                                                                         
02224,"Anacortes, WA Urban Cluster",C,24578079,590030,9.490,0.228,48.486610,-122.628592                                                                                                    
02251,"Anadarko, OK Urban Cluster",C,6280064,0,2.425,0.000,35.071385,-98.241229                                                                                                           
02278,"Anamosa, IA Urban Cluster",C,5464978,0,2.110,0.000,42.110072,-91.276047                                                                                                            
02305,"Anchorage, AK Urbanized Area",U,220103496,2654566,84.982,1.025,61.167898,-149.847155                                                                                                 
02332,"Anchorage Northeast, AK Urban Cluster",C,42269431,363450,16.320,0.140,61.329442,-149.535228                                                                                          
02359,"Andalusia, AL Urban Cluster",C,14927089,32462,5.763,0.013,31.311564,-86.479556                                                                                                     
02386,"Anderson, IN Urbanized Area",U,171101067,752974,66.062,0.291,40.088751,-85.679816                                                                                                   
02413,"Anderson, SC Urbanized Area",U,191886209,3288586,74.088,1.270,34.520717,-82.660933                                                                                                  
02440,"Andrews, SC Urban Cluster",C,7780778,0,3.004,0.000,33.450930,-79.562020                                                                                                            
02467,"Andrews, TX Urban Cluster",C,16190699,30529,6.251,0.012,32.320646,-102.546505                                                                                                       
02494,"Angels, CA Urban Cluster",C,6902236,23589,2.665,0.009,38.074409,-120.551042                                                                                                         
02548,"Angola, IN Urban Cluster",C,23616193,3916665,9.118,1.512,41.661031,-85.016767                                                                                                      
02575,"Anna, IL Urban Cluster",C,10306982,47210,3.980,0.018,37.460138,-89.251143                                                                                                          
02581,"Anna, TX Urban Cluster",C,18087846,30010,6.984,0.012,33.379026,-96.563670                                                                                                          
02590,"Annandale, MN Urban Cluster",C,7049027,0,2.722,0.000,45.259981,-94.121617                                                                                                          
02602,"Ann Arbor, MI Urbanized Area",U,413275195,13598091,159.566,5.250,42.240003,-83.662679                                                                                                
02629,"Anniston--Oxford, AL Urbanized Area",U,224747308,1384681,86.775,0.535,33.664398,-85.828795                                                                                          
02656,"Antigo, WI Urban Cluster",C,10834006,84330,4.183,0.033,45.142639,-89.153197                                                                                                        
02683,"Antioch, CA Urbanized Area",U,210774877,878728,81.381,0.339,37.991687,-121.782120                                                                                                    
02710,"Apalachicola, FL Urban Cluster",C,7236973,15809636,2.794,6.104,29.751831,-84.909118                                                                                                
02764,"Appleton, WI Urbanized Area",U,268734545,10802902,103.759,4.171,44.246680,-88.411096                                                                                                 
02773,"Apple Valley, OH Urban Cluster",C,12288353,2044218,4.745,0.789,40.438000,-82.350123                                                                                                
02791,"Arab, AL Urban Cluster",C,21680385,301953,8.371,0.117,34.320987,-86.513807                                                                                                         
02825,"Arbuckle, CA Urban Cluster",C,1871305,0,0.723,0.000,39.016726,-122.060221                                                                                                           
02845,"Arcade, NY Urban Cluster",C,6117049,0,2.362,0.000,42.534572,-78.466924                                                                                                             
02899,"Arcadia, LA Urban Cluster",C,7054364,0,2.724,0.000,32.552383,-92.923763                                                                                                            
02901,"Arcadia, WI Urban Cluster",C,5461021,0,2.109,0.000,44.249706,-91.490908                                                                                                            
02912,"Arcadia--Southeast Arcadia, FL Urban Cluster",C,26228688,15770,10.127,0.006,27.213341,-81.852437                                                                                    
02926,"Arcata-McKinleyville, CA Urban Cluster",C,42634466,312706,16.461,0.121,40.914605,-124.089324                                                                                         
02953,"Archbold, OH Urban Cluster",C,9777642,37919,3.775,0.015,41.525365,-84.293649                                                                                                       
02965,"Archer Lodge--Clayton, NC Urban Cluster",C,52588722,265273,20.305,0.102,35.668587,-78.365739                                                                                        
02980,"Arcola, IL Urban Cluster",C,3492687,44848,1.349,0.017,39.684596,-88.302758                                                                                                         
03007,"Ardmore, OK Urban Cluster",C,30232618,76559,11.673,0.030,34.178548,-97.141660                                                                                                       
03034,"Arecibo, PR Urbanized Area",U,217723235,1595308,84.063,0.616,18.454600,-66.807970                                                                                                   
03088,"Arizona City, AZ Urban Cluster",C,12090604,186302,4.668,0.072,32.749832,-111.673175                                                                                                 
03115,"Arkadelphia, AR Urban Cluster",C,15009213,0,5.795,0.000,34.124379,-93.067873                                                                                                       
03142,"Arkansas City, KS Urban Cluster",C,24925457,138017,9.624,0.053,37.060526,-97.034648                                                                                                
03158,"Arlington, TN Urban Cluster",C,20164012,88142,7.785,0.034,35.279993,-89.662679                                                                                                     
03196,"Arroyo Grande--Grover Beach, CA Urbanized Area",U,59620282,233076,23.020,0.090,35.119408,-120.607531                                                                                 
03223,"Artesia, NM Urban Cluster",C,16876656,16962,6.516,0.007,32.837488,-104.414485                                                                                                       
03250,"Arvin, CA Urban Cluster",C,11204962,0,4.326,0.000,35.203012,-118.832555                                                                                                             
03277,"Ashburn, GA Urban Cluster",C,8185901,104500,3.161,0.040,31.700815,-83.650095                                                                                                       
03304,"Ashdown, AR Urban Cluster",C,9263742,0,3.577,0.000,33.679701,-94.126094                                                                                                            
03331,"Asheboro, NC Urban Cluster",C,85286289,197576,32.929,0.076,35.731271,-79.804262                                                                                                     
03358,"Asheville, NC Urbanized Area",U,686024831,6274505,264.876,2.423,35.536428,-82.665570                                                                                                 
03365,"Ashland, MO Urban Cluster",C,4707001,0,1.817,0.000,38.771714,-92.259144                                                                                                            
03375,"Ashland, NE Urban Cluster",C,3232693,66446,1.248,0.026,41.040566,-96.366597                                                                                                        
03385,"Ashland, OH Urban Cluster",C,20691009,49269,7.989,0.019,40.863585,-82.316997                                                                                                       
03395,"Ashland, PA Urban Cluster",C,14644916,0,5.654,0.000,40.772142,-76.320872                                                                                                           
03412,"Ashland, WI Urban Cluster",C,11228927,0,4.336,0.000,46.578925,-90.881199                                                                                                           
03439,"Ashland City, TN Urban Cluster",C,8110552,0,3.132,0.000,36.276595,-87.051506                                                                                                       
03466,"Ashtabula, OH Urban Cluster",C,56328467,398481,21.749,0.154,41.877017,-80.784960                                                                                                    
03493,"Ashville, OH Urban Cluster",C,14307970,294356,5.524,0.114,39.718611,-82.967841                                                                                                     
03520,"Aspen, CO Urban Cluster",C,11838620,0,4.571,0.000,39.199278,-106.840283                                                                                                             
03547,"Astoria, OR Urban Cluster",C,23597657,1641780,9.111,0.634,46.174040,-123.835724                                                                                                     
03601,"Atchison, KS--MO Urban Cluster",C,15697694,160893,6.061,0.062,39.570588,-95.137251                                                                                                 
03655,"Athens, AL Urban Cluster",C,69999388,497611,27.027,0.192,34.812200,-86.951898                                                                                                       
03682,"Athens, OH Urban Cluster",C,25738284,260342,9.938,0.101,39.328457,-82.113077                                                                                                       
03709,"Athens, TN Urban Cluster",C,38475368,0,14.855,0.000,35.448026,-84.600178                                                                                                            
03736,"Athens, TX Urban Cluster",C,23895944,64685,9.226,0.025,32.201604,-95.847373                                                                                                        
03763,"Athens-Clarke County, GA Urbanized Area",U,254790559,2566951,98.375,0.991,33.942069,-83.398271                                                                                      
03790,"Athol, MA Urban Cluster",C,24224199,1053695,9.353,0.407,42.573322,-72.296365                                                                                                       
03817,"Atlanta, GA Urbanized Area",U,6852360965,92533973,2645.711,35.728,33.824102,-84.331858                                                                                                 
03844,"Atlanta, TX Urban Cluster",C,19325596,101572,7.462,0.039,33.125525,-94.167911                                                                                                      
03871,"Atlantic, IA Urban Cluster",C,7301332,72792,2.819,0.028,41.400420,-95.007871                                                                                                       
03898,"Atlantic City, NJ Urbanized Area",U,324104571,11558312,125.137,4.463,39.371611,-74.590128                                                                                            
03925,"Atmore, AL Urban Cluster",C,12255106,41413,4.732,0.016,31.021931,-87.487418                                                                                                        
03957,"Atoka, TN Urban Cluster",C,53343148,204789,20.596,0.079,35.435085,-89.799221                                                                                                        
03979,"Attica, IN Urban Cluster",C,10137004,85101,3.914,0.033,40.290830,-87.269893                                                                                                        
04006,"Attica, NY Urban Cluster",C,5826821,0,2.250,0.000,42.873714,-78.271755                                                                                                             
04021,"Aubrey, TX Urban Cluster",C,6098798,2579,2.355,0.001,33.288048,-96.989229                                                                                                          
04033,"Auburn, AL Urbanized Area",U,129290450,885276,49.919,0.342,32.614294,-85.443932                                                                                                     
04054,"Auburn, IL Urban Cluster",C,5214354,0,2.013,0.000,39.590007,-89.749542                                                                                                             
04060,"Auburn, IN Urban Cluster",C,30346430,0,11.717,0.000,41.369836,-85.070784                                                                                                            
04087,"Auburn, NE Urban Cluster",C,5204595,0,2.010,0.000,40.388480,-95.843424                                                                                                             
04114,"Auburn, NY Urban Cluster",C,33428949,237158,12.907,0.092,42.926811,-76.561994                                                                                                       
04130,"Auburn--North Auburn, CA Urban Cluster",C,69234456,261128,26.732,0.101,38.932512,-121.079665                                                                                         
04168,"Augusta, KS Urban Cluster",C,10615006,686720,4.098,0.265,37.691940,-96.973193                                                                                                      
04195,"Augusta, ME Urban Cluster",C,44883272,736436,17.330,0.284,44.265232,-69.782328                                                                                                      
04222,"Augusta-Richmond County, GA--SC Urbanized Area",U,672538044,6894416,259.668,2.662,33.487951,-81.996378                                                                               
04249,"Aumsville, OR Urban Cluster",C,2979853,0,1.151,0.000,44.845016,-122.866978                                                                                                          
04276,"Aurora, MO Urban Cluster",C,15212085,39864,5.873,0.015,36.966708,-93.73F1351                                                                                                        
04303,"Aurora, NE Urban Cluster",C,5464064,14528,2.110,0.006,40.867831,-98.003674                                                                                                         
04330,"Au Sable, MI Urban Cluster",C,27111247,628627,10.468,0.243,44.452973,-83.346771                                                                                                     
04357,"Austin, MN Urban Cluster",C,31661264,254092,12.224,0.098,43.671232,-92.977883                                                                                                       
04384,"Austin, TX Urbanized Area",U,1355067029,11917930,523.194,4.602,30.358509,-97.761515                                                                                                  
04411,"Ava, MO Urban Cluster",C,5412266,1126,2.090,0.000,36.954458,-92.661589                                                                                                             
04438,"Avalon, CA Urban Cluster",C,3434610,0,1.326,0.000,33.341589,-118.328722                                                                                                             
04465,"Avenal, CA Urban Cluster",C,7912977,0,3.055,0.000,35.993168,-120.126356                                                                                                             
04519,"Avon, NY Urban Cluster",C,10087733,0,3.895,0.000,42.899102,-77.741633                                                                                                              
04549,"Avondale--Goodyear, AZ Urbanized Area",U,227750900,363355,87.935,0.140,33.472717,-112.399026                                                                                         
04573,"Avra Valley, AZ Urban Cluster",C,10127105,0,3.910,0.000,32.427730,-111.326681                                                                                                       
04587,"Aztec, NM Urban Cluster",C,16349561,302610,6.313,0.117,36.833747,-107.996300                                                                                                        
04600,"Bad Axe, MI Urban Cluster",C,6458746,0,2.494,0.000,43.802432,-82.998022                                                                                                            
04627,"Bainbridge, GA Urban Cluster",C,26713193,650992,10.314,0.251,30.904860,-84.564687                                                                                                   
04654,"Baker City, OR Urban Cluster",C,13005424,178981,5.021,0.069,44.783476,-117.828770                                                                                                   
04681,"Bakersfield, CA Urbanized Area",U,358573187,2228334,138.446,0.860,35.362282,-119.030559                                                                                               
04708,"Bald Knob, AR Urban Cluster",C,5870347,0,2.267,0.000,35.312220,-91.574197                                                                                                          
04762,"Baldwin, WI Urban Cluster",C,9591427,0,3.703,0.000,44.974871,-92.428348                                                                                                            
04789,"Baldwin City, KS Urban Cluster",C,5322582,4437,2.055,0.002,38.777506,-95.187480                                                                                                    
04816,"Ballinger, TX Urban Cluster",C,5224802,0,2.017,0.000,31.742188,-99.955786                                                                                                          
04843,"Baltimore, MD Urbanized Area",U,1857184506,65538525,717.063,25.305,39.234099,-76.647760                                                                                               
04870,"Baltimore, OH Urban Cluster",C,6949123,0,2.683,0.000,39.843836,-82.587278                                                                                                          
04897,"Bamberg, SC Urban Cluster",C,7238004,0,2.795,0.000,33.298560,-81.029973                                                                                                            
04924,"Bandon, OR Urban Cluster",C,5707594,7840,2.204,0.003,43.113779,-124.415518                                                                                                          
04951,"Bangor, ME Urbanized Area",U,109937822,3813320,42.447,1.472,44.834066,-68.748807                                                                                                    
05005,"Baraboo, WI Urban Cluster",C,16106131,186963,6.219,0.072,43.468312,-89.746773                                                                                                      
05032,"Barbourville, KY Urban Cluster",C,13085617,158660,5.052,0.061,36.860699,-83.854746                                                                                                 
05059,"Bardstown, KY Urban Cluster",C,43999202,384160,16.988,0.148,37.835550,-85.464342                                                                                                    
05086,"Bar Harbor, ME Urban Cluster",C,4387703,0,1.694,0.000,44.392241,-68.221804                                                                                                         
05113,"Barnesville, GA Urban Cluster",C,14054289,102435,5.426,0.040,33.052313,-84.154709                                                                                                  
05140,"Barnesville, OH Urban Cluster",C,5154241,31354,1.990,0.012,39.988847,-81.172633                                                                                                    
05167,"Barnstable Town, MA Urbanized Area",U,718083484,58458754,277.254,22.571,41.622829,-70.576489                                                                                          
05194,"Barnwell, SC Urban Cluster",C,9372805,40813,3.619,0.016,33.248668,-81.361338                                                                                                       
05221,"Barre--Montpelier, VT Urban Cluster",C,45890543,525444,17.718,0.203,44.198429,-72.517883                                                                                            
05248,"Barron, WI Urban Cluster",C,4953760,49729,1.913,0.019,45.401880,-91.852846                                                                                                         
05275,"Barrow, AK Urban Cluster",C,2059166,484427,0.795,0.187,71.293793,-156.762893                                                                                                        
05302,"Barstow, CA Urban Cluster",C,31977638,0,12.347,0.000,34.888022,-117.038437                                                                                                           
05329,"Bartlesville, OK Urban Cluster",C,63450485,32200,24.498,0.012,36.745394,-95.956329                                                                                                  
05356,"Bartlett, TX Urban Cluster",C,2751302,1094,1.062,0.000,30.796199,-97.433073                                                                                                        
05410,"Basalt--El Jebel, CO Urban Cluster",C,10447344,23799,4.034,0.009,39.388924,-107.087515                                                                                              
05423,"Basehor, KS Urban Cluster",C,6374756,102957,2.461,0.040,39.127539,-94.941756                                                                                                       
05437,"Bastrop, LA Urban Cluster",C,26101242,105190,10.078,0.041,32.776783,-91.913851                                                                                                      
05464,"Bastrop, TX Urban Cluster",C,29716701,338214,11.474,0.131,30.100757,-97.282416                                                                                                      
05491,"Batavia, NY Urban Cluster",C,20720525,211667,8.000,0.082,43.002665,-78.177406                                                                                                      
05518,"Batesburg-Leesville, SC Urban Cluster",C,14994933,127564,5.790,0.049,33.908055,-81.510262                                                                                          
05545,"Batesville, AR Urban Cluster",C,23838164,212677,9.204,0.082,35.770600,-91.633541                                                                                                   
05572,"Batesville, IN Urban Cluster",C,15594037,118684,6.021,0.046,39.297786,-85.199674                                                                                                   
05599,"Batesville, MS Urban Cluster",C,21345685,0,8.242,0.000,34.304037,-89.942143                                                                                                        
05653,"Bath, NY Urban Cluster",C,11094594,244884,4.284,0.095,42.346250,-77.314170                                                                                                         
05680,"Baton Rouge, LA Urbanized Area",U,949938912,11836064,366.773,4.570,30.427885,-91.038912                                                                                              
05707,"Battle Creek, MI Urbanized Area",U,137330309,3529295,53.024,1.363,42.313740,-85.197926                                                                                              
05734,"Battlement Mesa, CO Urban Cluster",C,7577778,907,2.926,0.000,39.453934,-108.051740                                                                                                  
05761,"Battle Mountain, NV Urban Cluster",C,5040053,0,1.946,0.000,40.638336,-116.946269                                                                                                    
05788,"Baxley, GA Urban Cluster",C,14690104,20477,5.672,0.008,31.771186,-82.346883                                                                                                        
05815,"Baxter Springs, KS Urban Cluster",C,11387119,0,4.397,0.000,37.021334,-94.737759                                                                                                    
05842,"Bayard, NM Urban Cluster",C,6981449,34021,2.696,0.013,32.764856,-108.140082                                                                                                         
05869,"Bay City, MI Urbanized Area",U,104452906,4164095,40.329,1.608,43.608621,-83.890506                                                                                                  
05896,"Bay City, TX Urban Cluster",C,24202514,25388,9.345,0.010,28.980702,-95.954928                                                                                                      
05904,"Bayfield, CO Urban Cluster",C,4726284,0,1.825,0.000,37.241913,-107.596729                                                                                                           
05923,"Bay Minette, AL Urban Cluster",C,14873398,139486,5.743,0.054,30.883529,-87.775532                                                                                                  
05958,"Bealeton, VA Urban Cluster",C,9540511,29956,3.684,0.012,38.567378,-77.786511                                                                                                       
05977,"Beardstown, IL Urban Cluster",C,7464880,212330,2.882,0.082,40.013734,-90.423739                                                                                                    
06004,"Beatrice, NE Urban Cluster",C,17392700,170156,6.715,0.066,40.267398,-96.743305                                                                                                     
06031,"Beaufort--Port Royal, SC Urban Cluster",C,118887586,13054200,45.903,5.040,32.421911,-80.716405                                                                                      
06058,"Beaumont, TX Urbanized Area",U,237466703,2860830,91.686,1.105,30.119180,-94.127119                                                                                                  
06076,"Beaver, UT Urban Cluster",C,5321840,0,2.055,0.000,38.278829,-112.636113                                                                                                             
06085,"Beaver Dam, KY Urban Cluster",C,10818696,38214,4.177,0.015,37.398446,-86.874001                                                                                                    
06112,"Beaver Dam, WI Urban Cluster",C,20413566,72831,7.882,0.028,43.465787,-88.833220                                                                                                    
06128,"Becker, MN Urban Cluster",C,5041028,4722,1.946,0.002,45.403830,-93.874419                                                                                                          
06139,"Beckley, WV Urbanized Area",U,157926667,721088,60.976,0.278,37.789184,-81.229955                                                                                                    
06166,"Bedford, IN Urban Cluster",C,30402058,2314,11.738,0.001,38.856653,-86.501238                                                                                                        
06186,"Bedford, NY Urban Cluster",C,10158156,141660,3.922,0.055,41.175921,-73.651332                                                                                                      
06193,"Bedford, PA Urban Cluster",C,8500427,207474,3.282,0.080,40.024894,-78.505088                                                                                                       
06220,"Bedford, VA Urban Cluster",C,17378363,29441,6.710,0.011,37.338355,-79.525928                                                                                                       
06247,"Beebe, AR Urban Cluster",C,11383987,0,4.395,0.000,35.069171,-91.893049                                                                                                             
06261,"Beecher, IL Urban Cluster",C,5187600,0,2.003,0.000,41.351020,-87.620540                                                                                                            
06274,"Beeville, TX Urban Cluster",C,31496825,0,12.161,0.000,28.389755,-97.732663                                                                                                          
06301,"Belding, MI Urban Cluster",C,12339184,468185,4.764,0.181,43.096485,-85.233029                                                                                                      
06335,"Belfair, WA Urban Cluster",C,7745164,1962,2.990,0.001,47.448543,-122.857433                                                                                                         
06355,"Belfast, ME Urban Cluster",C,6847380,417657,2.644,0.161,44.423628,-69.005594                                                                                                       
